,text,best_rating,rating_unit,object_select,rating_value,object_part_of_series_type,object_name,object_type
1907,give four out of 6  points to current  novel,6,points,current,four,,,novel
1908,give one out of 6  points to The Psychopathic God  series,6,points,,one,series,The Psychopathic God,
1909,Rate Seeing the Big Picture a zero out of 6  points,6,points,,zero,,Seeing the Big Picture,
1910,this  textbook rates a 4 of 6 .,6,,this,4,,,textbook
1911,I give this  series a value of one and a best rating of 6,6,,this,one,series,,
1912,Rate A Conspiracy of Paper  4 of 6,6,,,4,,A Conspiracy of Paper,
1913,rate the current  textbook  4 of 6  points,6,points,current,4,,,textbook
1914,Rate The Man Who Sold the Moon a 5 .,,,,5,,The Man Who Sold the Moon,
1915,give one out o 6  stars to this  chronicle,6,stars,this,one,chronicle,,
1916,I'd give the Embers of War  saga a rating of 2  points .,,points,,2,saga,Embers of War,
1917,I gave the current  album  two  stars,,stars,current,two,,,album
1918,I rate Step by Wicked Step  1  stars,,stars,,1,,Step by Wicked Step,
1919,rate The Stone Key a 5,,,,5,,The Stone Key,
1920,give five out of 6 to this  novel,6,,this,five,,,novel
1921,The book the Gardens of the Moon deserves only 1  stars .,,stars,,1,,Gardens of the Moon,book
1922,I give this  book a 5 .,,,this,5,,,book
1923,I give this  series a one out of 6,6,,this,one,series,,
1924,zero  points for Birds of South Asia. The Ripley Guide,,points,,zero,,Birds of South Asia. The Ripley Guide,
1925,The current  essay feels like a 3 .,,,current,3,,,essay
1926,"Out of a possiable 6 I give Jip, His Story a 0 ",6,,,0,,"Jip, His Story",
1927,I am giving this current  book under the series section one  stars,,stars,current,one,series,,book
1928,give four out of 6  stars to current  essay,6,stars,current,four,,,essay
1929,Give the book  The Adventures of James Bond Junior 003½  2  points for a rating.,,points,,2,,The Adventures of James Bond Junior 003½,book
1930,Give this  album  1  stars .,,stars,this,1,,,album
1931,Give The Snows of Kilimanjaro  3  stars .,,stars,,3,,The Snows of Kilimanjaro,
1932,give zero  points to current  album,,points,current,zero,,,album
1933,I want to rate The Obama Syndrome  zero of 6,6,,,zero,,The Obama Syndrome,
1934,Rate Puttering About in a Small Land  zero out of 6  stars,6,stars,,zero,,Puttering About in a Small Land,
1935,Rate the City of Lost Souls  one of 6  points,6,points,,one,,City of Lost Souls,
1936,rate Quantum Theology  one out of 6,6,,,one,,Quantum Theology,
1937,Rate this current  saga  one  points,,points,current,one,saga,,
1938,I'd like to give The Harder They Come  two  points,,points,,two,,The Harder They Come,
1939,I think the Dictionary of New Zealand Biography deserves 2  points,,points,,2,,Dictionary of New Zealand Biography,
1940,I rate Shadow of Suribachi at five  stars .,,stars,,five,,Shadow of Suribachi,
1941,Give After Having Spent a Night Among Horses  0 out of 6 .,6,,,0,,After Having Spent a Night Among Horses,
1942,the current rating of 6 out of two for a textbook,6,,current,two,,,textbook
1943,Give the saga called The Bridges of Madison County  four of 6  stars .,6,stars,,four,saga,The Bridges of Madison County,
1944,The Postman is awful and only gets a 1 out of 6 .,6,,,1,,The Postman,
1945,Rate 12: The Elements of Great Managing a 0,,,,0,,12: The Elements of Great Managing,
1946,I give The French Suicide  5  stars,,stars,,5,,The French Suicide,
1947,give 5  points to The White Hotel,,points,,5,,The White Hotel,
1948,I give Christianity not Mysterious  1 out of 6  points .,6,points,,1,,Christianity not Mysterious,
1949,give five  stars to The Songlines,,stars,,five,,The Songlines,
1950,rate the book  The Nightmare Lands  0 out of 6  stars,6,stars,,0,,The Nightmare Lands,book
1951,rate this  textbook  0  stars,,stars,this,0,,,textbook
1952,give 5 out of 6  stars to Coming Home,6,stars,,5,,Coming Home,
1953,Give Drift: The Unmooring of American Military Power  0 out of 6  points .,6,points,,0,,Drift: The Unmooring of American Military Power,
1954,give 1 out of 6  points to Revolution World,6,points,,1,,Revolution World,
1955,Rate this  essay  zero  stars out of 6,6,stars,this,zero,,,essay
1956,rate this  album  four out of 6  stars,6,stars,this,four,,,album
1957,Give this  textbook  four  stars .,,stars,this,four,,,textbook
1958,rate A Twist in the Tale  zero out of 6  points,6,points,,zero,,A Twist in the Tale,
1959,Rate The children of Niobe  1 out of 6  points .,6,points,,1,,The children of Niobe,
1960,Give zero  stars to Halo: Ghosts of Onyx,,stars,,zero,,Halo: Ghosts of Onyx,
1961,give this  novel a score of 5,,,this,5,,,novel
1962,Give the current  series  four of 6  points .,6,points,current,four,series,,
1963,Give 4 out of 6  points to The Spirit Ring  chronicle,6,points,,4,chronicle,The Spirit Ring,
1964,Give two  stars out of 6 to 36 Children,6,stars,,two,,36 Children,
1965,Rate The Sneetches and Other Stories a three,,,,three,,The Sneetches and Other Stories,
1966,Rate the current  series  four  stars .,,stars,current,four,series,,
1967,rate this  book a 4 out of 6,6,,this,4,,,book
1968,rate the current  novel  5 of 6  stars,6,stars,current,5,,,novel
1969,Rate this  book a 1 ,,,this,1,,,book
1970,Give zero out of 6 to the current  album,6,,current,zero,,,album
1971,Give this  album  5  points .,,points,this,5,,,album
1972,Rate The Mystery of the Tolling Bell  series  4  stars .,,stars,,4,series,The Mystery of the Tolling Bell,
1973,Give the current  novel  two  stars .,,stars,current,two,,,novel
1974,Give the current  book  4  stars,,stars,current,4,,,book
1975,Give Joe Magarac and His USA Citizen Papers  5  points,,points,,5,,Joe Magarac and His USA Citizen Papers,
1976,Rate The Guilty  0 of 6  points,6,points,,0,,The Guilty,
1977,rate this  textbook  four out of 6,6,,this,four,,,textbook
1978,Give the Catedral  series  four  stars .,,stars,,four,series,Catedral,
1979,Reminiscences of the Anti-Japanese Guerillas  chronicle deserves zero  points out of 6 for a rating.,6,points,,zero,chronicle,Reminiscences of the Anti-Japanese Guerillas,
1980,"Give Small Screen, Big Picture a 0 out of 6 rating.",6,,,0,,"Small Screen, Big Picture",
1981,Gods and Pawns should get a three,,,,three,,Gods and Pawns,
1982,Give zero  stars to this  textbook,,stars,this,zero,,,textbook
1983,Rate the current  novel a 4 out of 6  stars .,6,stars,current,4,,,novel
1984,Rate the book  The Atmospheric Railway  5 out of 6,6,,,5,,The Atmospheric Railway,book
1985,rate Black Boy  4 out of 6,6,,,4,,Black Boy,
1986,Rate the chronicle  current  1 star,,,current,1,chronicle,,
1987,mark this  album a score of 5,,,this,5,,,album
1988,rate the current  novel  zero out of 6,6,,current,zero,,,novel
1989,rate the current  novel a 2,,,current,2,,,novel
1990,Give The Giant Devil Dingo  4  points .,,points,,4,,The Giant Devil Dingo,
1991,Rate this current  novel  two out of 6 .,6,,this current,two,,,novel
1992,Give Monthly Index of Medical Specialities a two out of 6 rating.,6,,,two,,Monthly Index of Medical Specialities,
1993,rate this  novel  2 out of 6  points,6,points,this,2,,,novel
1994,Rate the current  novel  3  stars,,stars,current,3,,,novel
1995,rate the current  essay  zero out of 6  stars,6,stars,current,zero,,,essay
1996,rate this current  album  0  stars,,stars,this current,0,,,album
1997,Give A Brief Stop on the Road from Auschwitz  1 out of 6  stars,6,stars,,1,,A Brief Stop on the Road from Auschwitz,
1998,Rate this  album  4 out of 6  stars,6,stars,this,4,,,album
1999,Rate Hate That Cat  1 out of 6  stars .,6,stars,,1,,Hate That Cat,
2000,give my current  book  one of 6  stars,6,stars,current,one,,,book
2001,Rate current  novel  one  stars .,,stars,current,one,,,novel
2002,Give five out of 6  points to this  album,6,points,this,five,,,album
2003,Give a rating of 2 to Juneteenth .,,,,2,,Juneteenth,
2004,Rate Ruth  five out of 6  points .,6,points,,five,,Ruth,
2005,rate The Sea of Trolls  1  stars out of 6,6,stars,,1,,The Sea of Trolls,
2006,give The Zenith Angle  one out of 6  points,6,points,,one,,The Zenith Angle,
2007,Give zero  stars to Rhialto the Marvellous,,stars,,zero,,Rhialto the Marvellous,
2008,give the current  book a zero of 6,6,,current,zero,,,book
2009,rate Personal Demons  0 out of 6  points,6,points,,0,,Personal Demons,
2010,Rate the current  series a 4,,,current,4,series,,
2011,Give one of 6  points to Who Will Cry When You Die,6,points,,one,,Who Will Cry When You Die,
2012,Give zero out of 6  stars to this  album,6,stars,this,zero,,,album
2013,Give this  novel  2  stars,,stars,this,2,,,novel
2014,Rate The 8-Week Cholesterol Cure  three out of 6 .,6,,,three,,The 8-Week Cholesterol Cure,
2015,rate this  novel  3 out of 6  points,6,points,this,3,,,novel
2016,rate The Lives of John Lennon  five  points,,points,,five,,The Lives of John Lennon,
2017,Give The American Scene  2 of 6  stars,6,stars,,2,,The American Scene,
2018,Rate this  textbook a one .,,,this,one,,,textbook
2019,Give Summer of the Swans  1  points .,,points,,1,,Summer of the Swans,
2020,Give the current  textbook a rating of five .,,,current,five,,,textbook
2021,Give 4  points to The Person and the Common Good,,points,,4,,The Person and the Common Good,
2022,Give a four rating to A World Apart .,,,,four,,A World Apart,
2023,rate this  chronicle  0  points,,points,this,0,chronicle,,
2024,Give Wilco: Learning How to Die a rating of four  points .,,points,,four,,Wilco: Learning How to Die,
2025,Rate this  saga  two out of 6 .,6,,this,two,saga,,
2026,rate The Gift: Imagination and the Erotic Life of Property  five  stars,,stars,,five,,The Gift: Imagination and the Erotic Life of Property,
2027,rate Neverwhere  four out of 6,6,,,four,,Neverwhere,
2028,Rate In the Company of Cheerful Ladies a zero out of 6,6,,,zero,,In the Company of Cheerful Ladies,
2029,Give one start to the current  book,,,current,one,,,book
2030,Give this  chronicle a 2 rating.,,,this,2,chronicle,,
2031,rate this  essay a 1,,,this,1,,,essay
2032,"Out of 6 , give Rivers of Babylon a 1",6,,,1,,Rivers of Babylon,
2033,Give 5 of 6  stars to Expressive Processing,6,stars,,5,,Expressive Processing,
2034,rate The Ghost House  series a one,,,,one,series,The Ghost House,
2035,rate Know Ye Not Agincourt ? 2 out of 6  stars,6,stars,,2,,Know Ye Not Agincourt,
2036,I would rate Theft: A Love Story  four out of 6  stars .,6,stars,,four,,Theft: A Love Story,
2037,Rate The Further Adventures of The Joker  four  stars,,stars,,four,,The Further Adventures of The Joker,
2038,Give 0 rating to In the Heart of the Country,,,,0,,In the Heart of the Country,
2039,Give 1 out of 6 rating to the current  textbook,6,,current,1,,,textbook
2040,give the current  chronicle  five of 6  points,6,points,current,five,chronicle,,
2041,Rate Cotton Comes to Harlem a 2,,,,2,,Cotton Comes to Harlem,
2042,Give this  album  one  stars,,stars,this,one,,,album
2043,rate The Adventures of Augie March  one  points,,points,,one,,The Adventures of Augie March,
2044,Rate Soul Music a 0 .,,,,0,,Soul Music,
2045,Give Hindu Temples: What Happened to Them a 5 out of 6  stars .,6,stars,,5,,Hindu Temples: What Happened to Them,
2046,Give this  novel a 1 .,,,this,1,,,novel
2047,rate the current  textbook  1 out of 6,6,,current,1,,,textbook
2048,Give this  textbook  0 out of 6  stars,6,stars,this,0,,,textbook
2049,Give The Crystal Snare  5  stars,,stars,,5,,The Crystal Snare,
2050,Rate this  saga  two out of 6 .,6,,this,two,saga,,
2051,Give Wilco: Learning How to Die a rating of four  points .,,points,,four,,Wilco: Learning How to Die,
2052,Rate this  book  3  stars out of 6,6,stars,this,3,,,book
2053,rate the Three Junes  one out of 6,6,,,one,,Three Junes,
2054,Give four  stars to The Broken Window,,stars,,four,,The Broken Window,
2055,Rate the current  series  4  points,,points,current,4,series,,
