,text,playlist_owner,music_item,entity_name,artist,playlist
857,Add Jon McLaughlin to my  forever country playlist.,my,,,Jon McLaughlin,forever country
858,I want to put sons of the sea on the pulse of americana playlist,,,sons of the sea,,the pulse of americana
859,Play Disco Tango to Power Walk,,,Disco Tango,,Power Walk
860,For my playlist chill add the name Cater Fe She,my,,Cater Fe She,,chill
861,add track to This Is ZezÃ© Di Camargo & Luciano playlist,,track,,,This Is ZezÃ© Di Camargo & Luciano
862,add Put Your Hand Inside the Puppet Head to the playlist named Lazy Chill Afternoon,,,Put Your Hand Inside the Puppet Head,,Lazy Chill Afternoon
863,add The Little House We Built onto mucho rap,,,The Little House We Built,,mucho rap
864,add track to rapcaviar,,track,,,rapcaviar
865,"add artist  Fabri Fibra to This Is Earth, Wind & Fire",,artist,,Fabri Fibra,"This Is Earth, Wind & Fire"
866,add this song to the Top 100 Indie Tracks on Spotify playlist,,song,,,Top 100 Indie Tracks on Spotify
867,Put this album in shuffle syndrome,,album,,,shuffle syndrome
868,Add a song to my playlist Black History Salute,my,song,,,Black History Salute
869,put Before the Eulogy onto Acoustic Blues,,,Before the Eulogy,,Acoustic Blues
870,"I want to send music to ann's lists from SIR John Winston Ono Lennon , put it on her Infinite Indie Folk list",ann's,,SIR John Winston Ono Lennon,,Infinite Indie Folk
871,want to add this Nick Mason  tune to the Sylvia Plath playlist,,tune,,Nick Mason,Sylvia Plath
872,add saxophone supremacy to ofelia's  calm before the storm playlist,ofelia's,,saxophone supremacy,,calm before the storm
873,Add there is nothing like a dame to my playlist Guest List TaKe,my,,there is nothing like a dame,,Guest List TaKe
874,Add big bill broonzy to my  Impulso Creativo,my,,,big bill broonzy,Impulso Creativo
875,add album to my  piano ballads,my,album,,,piano ballads
876,put glenn stetson to my  your daily routine playlis,my,,,glenn stetson,your daily routine
877,add tune to Electro Workout,,tune,,,Electro Workout
878,Add bright and breezy to my  This Is Gucci Mane playlist,my,,bright and breezy,,This Is Gucci Mane
879,I would like this song added to my  princesas indie playlist.,my,song,,,princesas indie
880,Add the artist  Michael Schenker to ina's  this is jennifer lopez playlist,ina's,artist,,Michael Schenker,this is jennifer lopez
881,add the artist  joseph meyer to my  mad cool festival 2017 playlist,my,artist,,joseph meyer,mad cool festival 2017
882,Put transatlantic lullaby on sharlene's  napoleon xiv playlist,sharlene's,,,napoleon xiv,transatlantic lullaby
883,add Rakim y Ken Y to my  Gold Edition playlist,my,,,Rakim y Ken Y,Gold Edition
884,add this artist to my  Pop Punk's Not Dead,my,artist,,,Pop Punk's Not Dead
885,add this artist to primavera sound 2016 barcelona,,artist,,,primavera sound 2016 barcelona
886,Add the entire album into indie espaÃ±ol,,album,,,indie espaÃ±ol
887,add track to my  Gold Edition playlist,my,track,,,Gold Edition
888,Add the artist  Borys Ljatoschynskyj to my  under the surface playlist,my,artist,,Borys Ljatoschynskyj,under the surface
889,Add John Tesh to my  salsa classics playlist,my,,,John Tesh,salsa classics
890,Add another song to my  88 keys playlist.,my,song,,,88 keys
891,Add the artist  jill vidal to my  SinfonÃ­a Hipster playlist,my,artist,,jill vidal,SinfonÃ­a Hipster
892,I want to add Mark Boston to my  Power Walk list,my,,,Mark Boston,Power Walk
893,Put sita on bettie's  global funk playlist,bettie's,,,sita,global funk
894,Add lari white  song to my  Soulful Disco playlist,my,song,,lari white,Soulful Disco
895,Add gregory douglass to my  WHM list,my,,,gregory douglass,WHM
896,add go to The MetalSucks Playlist,,,go,,The MetalSucks Playlist
897,Add track to novedades viernes sudamÃ©rica,,track,,,novedades viernes sudamÃ©rica
898,Add javine hylton to my  evening playlist,my,,,javine hylton,evening
899,Add this tune to the Heavy Gamer playlist.,,tune,,,Heavy Gamer
900,For my playlist jazzy dinner add the name Kick Over the Traces,my,,Kick Over the Traces,,jazzy dinner
901,Add tune to Genuine R&B,,tune,,,Genuine R&B
902,Add mike mantler to playlist girls' night,,,,mike mantler,girls' night
903,Put this tune on my  get your mind right playlist,my,tune,,,get your mind right
904,Please include Emily Remler in Indie Bluegrass,,,,Emily Remler,Indie Bluegrass
905,I want to put roberto valverde into my  Ultra Metal list,my,,,roberto valverde,Ultra Metal
906,add john brown to my  Dinnertime Acoustics,my,,john brown,,Dinnertime Acoustics
907,add track to All Out 70s,,track,,,All Out 70s
908,add to laundry playlist with this song,,song,,,laundry
909,add Troy Andrews to my  pop punk powerhouses,my,,,Troy Andrews,pop punk powerhouses
910,put this frederick knight  track on my  the midnight hour playlist,my,track,,frederick knight,the midnight hour
911,add Marching Band to miami 2017 guest list,,,Marching Band,,miami 2017 guest list
912,add this album to my  forever country playlist,my,album,,,forever country
913,add Bedroom Jams to album,,album,,,Bedroom Jams
914,Add I Almost Lost My Mind to my  bossa nova dinner playlist.,my,,I Almost Lost My Mind,,bossa nova dinner
915,For the playlist running power add the name The Best Is Yet to Come,,,The Best Is Yet to Come,,running power
916,add the essential jacksons to my  Perfect Concentration,my,,the essential jacksons,,Perfect Concentration
917,Add an abrar ul haq  track to my playlist Soul Lounge,my,track,,abrar ul haq,Soul Lounge
918,put this album on my  conexiones list,my,album,,,conexiones
919,put Kids of the Black Hole onto my  90s por siempre playlist,my,,Kids of the Black Hole,,90s por siempre
920,Add judge jules to instrumental study,,,,judge jules,instrumental study
921,Add to ila's playlist A Mi Manera Recopilatorio the name my heart stood still,ila's,,my heart stood still,,A Mi Manera Recopilatorio
922,Add a tune to my  this is marc anthony playlist,my,tune,,,this is marc anthony
923,Add histoires sans paroles to my  Women of K-Pop list,my,,histoires sans paroles,,Women of K-Pop
924,"I want to add george formby, jr to the family favorites playlist",,,,"george formby, jr",family favorites
925,add adele onto funtime activity playlist,,,,adele,funtime activity
926,Add another tune to my  Trance Life playlist.,my,tune,,,Trance Life
927,Please add Iris DeMent to my playlist this is selena,my,,,Iris DeMent,this is selena
928,Add another tune to my  Pumping Iron playlist.,my,tune,,,Pumping Iron
929,Add this album to sheri's playlist journey,sheri's,album,,,journey
930,add this artist to disco fever playlist,,artist,,,disco fever
931,Add the artist  tom cochrane to new york groove,,artist,,tom cochrane,new york groove
932,Add Sabrina Salerno to the Grime Instrumentals playlist,,,,Sabrina Salerno,Grime Instrumentals
933,Add to playlist Confidence Boost  Here Comes Santa Claus,,,Here Comes Santa Claus,,Confidence Boost
934,add Deus Deceptor to Dance Workout,,,Deus Deceptor,,Dance Workout
935,Add a Tom Thacker  tune to my  rock classics,my,tune,,Tom Thacker,rock classics
936,Place Raise Your Fist onto year in metal 2016 .,,,Raise Your Fist,,year in metal 2016
937,add this artist to spring music,,artist,,,spring music
938,Add Kloden drejer to my  listas de Ã©xitos playlist,my,,Kloden drejer,,listas de Ã©xitos
939,Add Marianne Faithfull to june's  Hillary Clinton's Women's History Month Playlist .,june's,,,Marianne Faithfull,Hillary Clinton's Women's History Month Playlist
940,Add another track to my  Catch 'Em All playlist.,my,track,,,Catch 'Em All
941,Add Omoide wa Okkusenman to an instrumental sunday,,,Omoide wa Okkusenman,,an instrumental sunday
942,Add a track to my  classical feast playlist.,my,track,,,classical feast
943,Add Sam Moore to lo mejor de los 00's,,,,Sam Moore,lo mejor de los 00's
944,add tune to my  this is john williams playlist,my,tune,,,this is john williams
945,Please put an album by Joseph Meyer on my  POP GOES THE 80s playlist,my,album,,Joseph Meyer,POP GOES THE 80s
946,add ojuelegba to trabajo ritmos dance,,,ojuelegba,,trabajo ritmos dance
947,Include Kunnon syy in my  Trap Land playlist.,my,,Kunnon syy,,Trap Land
948,Put an inyecciÃ³n musical  track in the nanette's playlist.,nanette's,track,,,inyecciÃ³n musical
949,I want to add a tune by Damon Johnson to my  frescura indie playlist,my,tune,,Damon Johnson,frescura indie
950,add Puzzles Like You in my playlist Reggae,my,,Puzzles Like You,,Reggae
951,add xsuie in Your Favorite Coffeehouse,,,xsuie,,Your Favorite Coffeehouse
952,Add Tsubasa Imai to my  Another Glass playlist,my,,,Tsubasa Imai,Another Glass
953,add this artist to my  Guilty Pleasures playlist,my,artist,,,Guilty Pleasures
954,add heresy and the hotel choir to the evening acoustic playlist,,,heresy and the hotel choir,,evening acoustic
955,Add singing in the trees to rena's  Lo mejor de Radio 3 playlist.,rena's,,singing in the trees,,Lo mejor de Radio 3
956,Include Jesper Kyd in the Grime Instrumentals playlist,,,,Jesper Kyd,Grime Instrumentals
957,add Devil Pray to my  party list,my,,Devil Pray,,party
958,add ivan mane jarnowick to Fusion Fest,,,,ivan mane jarnowick,Fusion Fest
959,Add a jacob miller  album to my  Hardcore Punk playlist.,my,album,,jacob miller,Hardcore Punk
960,Add Jamaica Say You Will to my  metal,my,,Jamaica Say You Will,,metal
961,Add Shooter Jennings to the All Out 70s playlist.,,,,Shooter Jennings,All Out 70s
962,The Sleep Machine Rainforest playlist needs another tune,,tune,,,The Sleep Machine Rainforest
963,add joan wasser to running playlist,,,,joan wasser,running
964,Add seek & destroy to Sin Ti playlist,,,seek & destroy,,Sin Ti
965,Add artist  Matt Noveskey to journey,,artist,,Matt Noveskey,journey
966,add Sara Carter to my  Nothing But A Party R&B,my,,,Sara Carter,Nothing But A Party R&B
967,I want novena on a nocturn added to the playlist called Gold Edition,,,novena on a nocturn,,Gold Edition
968,add count von cosels obsession to Jazzy Romance,,,count von cosels obsession,,Jazzy Romance
969,please add this Rex Griffin  tune to the Steampunk playlist,,tune,,Rex Griffin,Steampunk
970,marcia carolus rex should get added to my  Women of SXSW playlist,my,,marcia carolus rex,,Women of SXSW
971,add this album by don reno to my playlist named indiespain,my,album,,don reno,indiespain
972,For my  Crossfit playlist add The Soul Sessions Volume 2,my,,The Soul Sessions Volume 2,,Crossfit
973,Add camille to the This Is Lady Antebellum playlist,,,,camille,This Is Lady Antebellum
974,add jeanette to extreme metal workout,,,,jeanette,extreme metal workout
975,add Sirusho to the 50 ClÃ¡sicos playlist,,,,Sirusho,50 ClÃ¡sicos
976,add tune to my  instrumental funk playlist,my,tune,,,instrumental funk
977,Add artist  chris squire to my  The Birth of Cool playlist,my,artist,,chris squire,The Birth of Cool
978,Put some mac wiseman in my  latino caliente playlist.,my,,,mac wiseman,latino caliente
979,I wish to add this album to the dinner playlist,,album,,,dinner
980,Add child owlet to my  Sleep Sounds playlist,my,,child owlet,,Sleep Sounds
981,Add Family Tree to conexiones,,,Family Tree,,conexiones
982,Add the tune to my  chill hits playlist.,my,tune,,,chill hits
983,Add Bonga to the Black Sabbath The Dio Years playlist,,,,Bonga,Black Sabbath The Dio Years
984,Add Fra Mols til Skagen to my  this is trey songz playlist,my,,Fra Mols til Skagen,,this is trey songz
985,Add this tune to my  Indie Reflection Playlist,my,tune,,,Indie Reflection
986,I want a Mi Lu Bing  song in my  Pop Dance playlist.,my,song,,Mi Lu Bing,Pop Dance
987,add MG The Visionary to my  Dubstep playlist,my,,,MG The Visionary,Dubstep
988,add what if punk never happened to autumn,,,what if punk never happened,,autumn
989,add Novedades Pop to my  all out of luck list,my,,all out of luck,,Novedades Pop
990,Add Troy van Leeuwen to my  nu metal list,my,,,Troy van Leeuwen,nu metal
991,Add the singer Maxine Nightingale to the Spanish Beat playlist.,,,,Maxine Nightingale,Spanish Beat
992,add Tarte to bandas sonoras playlist,,,Tarte,,bandas sonoras
993,add jeff burrows  album to my  Country Hits playlist,my,album,,jeff burrows,Country Hits
994,add this tune to my  Rock This,my,tune,,,Rock This
995,Add impossible is nothing to SPA Treatment,,,impossible is nothing,,SPA Treatment
996,Add a tune to Skylar Diggins' Training Mix,,tune,,,Skylar Diggins' Training Mix
997,Add a track to my playlist funk outta here,my,track,,,funk outta here
998,Add morten harket to this is puccini,,,,morten harket,this is puccini
999,add Chrome Reflection to my  throwback thursday playlist,my,,Chrome Reflection,,throwback thursday
1000,Add a song to the para dormir playlist.,,song,,,para dormir
1001,Add cecil womack to my  50 Great Female Voices playlist.,my,,,cecil womack,50 Great Female Voices
1002,Put Ron Wood in the Digster Reggae playlist.,,,,Ron Wood,Digster Reggae
1003,Add album to princesas indie,,album,,,princesas indie
1004,Add Andreas Johnson to my  Rock Save The Queen playlist,my,,,Andreas Johnson,Rock Save The Queen
1005,Add this song to year in metal 2016,,song,,,year in metal 2016
1006,add this album to my  de camino a clase playlist,my,album,,,de camino a clase
1007,Can you put some monifah on my  disco fever playlist,my,,,monifah,disco fever
1008,please add this song to Madden NFL 16,,song,,,Madden NFL 16
1009,"add kenneth c ""jethro"" burns songs in my playlist soundscapes for gaming",my,,,"kenneth c ""jethro"" burns",soundscapes for gaming
1010,add a j mclean to rock to work,,,,a j mclean,rock to work
1011,Add the song to the pure seduction playlists,,song,,,pure seduction
1012,Add this track by Brian Welch to the spring music playlist,,track,,Brian Welch,spring music
1013,Add artist  hex hector to my  old school death metal playlist,my,artist,,hex hector,old school death metal
1014,I'd like to move the artist named Matt Walker to the playlist grandes unplugged,,artist,,Matt Walker,grandes unplugged
1015,Add Every Song Is a Cry for Love to my playlist Soul 'n' The City,my,,Every Song Is a Cry for Love,,Soul 'n' The City
1016,please add John Deacon to the funtime activity playlist,,,,John Deacon,funtime activity
1017,add bert mccracken  tune  lo que suena new york playlist,,tune,,bert mccracken,lo que suena new york
1018,"Add Star Light, Star Bright to my  jazz classics playlist.",my,,"Star Light, Star Bright",,jazz classics
1019,Edit Classic Road Trip Songs put on Sammy Cahn,,,,Sammy Cahn,Classic Road Trip Songs
1020,add agua y sal in Classic Jazz Funk,,,agua y sal,,Classic Jazz Funk
1021,add this song by torch to my  Sing Along playlist,my,song,,torch,Sing Along
1022,Add Jerry Dixon to my  chill out list,my,,,Jerry Dixon,chill out
1023,add antisleep volume 04 in All Out 70s playlist,,,antisleep volume 04,,All Out 70s
1024,Add artist to my  80'S PARTY,my,artist,,,80'S PARTY
1025,Add a tune to my playlist Women of K-Pop,my,tune,,,Women of K-Pop
1026,add album to my  I Love My 90's R&B,my,album,,,I Love My 90's R&B
1027,Add tune to my  Folk Music At The Gaslight CafÃ©,my,tune,,,Folk Music At The Gaslight CafÃ©
